0,concept:agentcontributedtocreativework
1,¬concept:agentcontributedtocreativework
2,concept:locationlocatedwithinlocation
3,¬concept:locationlocatedwithinlocation
4,concept:citycapitalofcountry
5,¬concept:citycapitalofcountry
6,concept:sportschoolincountry
7,¬concept:sportschoolincountry
8,concept:journalistwritesforpublication
9,¬concept:journalistwritesforpublication
10,concept:agentcollaborateswithagent
11,¬concept:agentcollaborateswithagent
12,concept:subpartof
13,¬concept:subpartof
14,concept:persongraduatedschool
15,¬concept:persongraduatedschool
16,concept:statelocatedingeopoliticallocation
17,¬concept:statelocatedingeopoliticallocation
18,concept:coachesinleague
19,¬concept:coachesinleague
20,concept:foodcancausedisease
21,¬concept:foodcancausedisease
22,concept:animalpreyson
23,¬concept:animalpreyson
24,concept:competeswith
25,¬concept:competeswith
26,concept:organizationhiredperson
27,¬concept:organizationhiredperson
28,concept:atdate
29,¬concept:atdate
30,concept:drughassideeffect
31,¬concept:drughassideeffect
32,concept:airportincity
33,¬concept:airportincity
34,concept:clothingtogowithclothing
35,¬concept:clothingtogowithclothing
36,concept:furniturefoundinroom
37,¬concept:furniturefoundinroom
38,concept:chemicalistypeofchemical
39,¬concept:chemicalistypeofchemical
40,concept:bodypartcontainsbodypart
41,¬concept:bodypartcontainsbodypart
42,concept:latitudelongitude
43,¬concept:latitudelongitude
44,concept:athleteplaysinleague
45,¬concept:athleteplaysinleague
46,concept:citylocatedincountry
47,¬concept:citylocatedincountry
48,concept:professionistypeofprofession
49,¬concept:professionistypeofprofession
50,concept:proxyfor
51,¬concept:proxyfor
52,concept:objectfoundinscene
53,¬concept:objectfoundinscene
54,concept:politicianusendorsedbypoliticianus
55,¬concept:politicianusendorsedbypoliticianus
56,concept:animalthatfeedoninsect
57,¬concept:animalthatfeedoninsect
58,concept:personhasresidenceingeopoliticallocation
59,¬concept:personhasresidenceingeopoliticallocation
60,concept:professionusestool
61,¬concept:professionusestool
62,concept:agriculturalproductcookedwithagriculturalproduct
63,¬concept:agriculturalproductcookedwithagriculturalproduct
64,concept:itemfoundinroom
65,¬concept:itemfoundinroom
66,concept:agentcontrols
67,¬concept:agentcontrols
68,concept:subpartoforganization
69,¬concept:subpartoforganization
70,concept:agentparticipatedinevent
71,¬concept:agentparticipatedinevent
72,concept:drugworkedonbyagent
73,¬concept:drugworkedonbyagent
74,concept:animalistypeofanimal
75,¬concept:animalistypeofanimal
76,concept:worksfor
77,¬concept:worksfor
78,concept:politicianholdsoffice
79,¬concept:politicianholdsoffice
80,concept:clothingmadefromplant
81,¬concept:clothingmadefromplant
82,concept:weaponssuchasweapons
83,¬concept:weaponssuchasweapons
84,concept:mutualproxyfor
85,¬concept:mutualproxyfor
86,concept:personmovedtostateorprovince
87,¬concept:personmovedtostateorprovince
88,concept:hasofficeincity
89,¬concept:hasofficeincity
90,concept:politicianrepresentslocation
91,¬concept:politicianrepresentslocation
92,concept:agentactsinlocation
93,¬concept:agentactsinlocation
94,concept:agentcreated
95,¬concept:agentcreated
96,concept:athleteplayssport
97,¬concept:athleteplayssport
98,concept:companyeconomicsector
99,¬concept:companyeconomicsector
100,concept:academicprogramatuniversity
101,¬concept:academicprogramatuniversity
102,concept:athletebeatathlete
103,¬concept:athletebeatathlete
104,concept:stateorprovinceisborderedbystateorprovince
105,¬concept:stateorprovinceisborderedbystateorprovince
106,concept:teamplaysagainstteam
107,¬concept:teamplaysagainstteam
108,concept:bookwriter
109,¬concept:bookwriter
110,concept:athleteledsportsteam
111,¬concept:athleteledsportsteam
112,concept:organizationterminatedperson
113,¬concept:organizationterminatedperson
114,concept:sportsgamewinner
115,¬concept:sportsgamewinner
116,concept:automobilemakerdealersincity
117,¬concept:automobilemakerdealersincity
118,concept:countryalsoknownas
119,¬concept:countryalsoknownas
120,concept:athleteplaysforteam
121,¬concept:athleteplaysforteam
122,concept:musicianplaysinstrument
123,¬concept:musicianplaysinstrument
124,concept:atlocation
125,¬concept:atlocation
126,concept:istallerthan
127,¬concept:istallerthan
128,concept:bacteriaisthecausativeagentofphysiologicalcondition
129,¬concept:bacteriaisthecausativeagentofphysiologicalcondition
130,concept:agriculturalproductincludingagriculturalproduct
131,¬concept:agriculturalproductincludingagriculturalproduct
132,concept:personleadsorganization
133,¬concept:personleadsorganization
134,concept:synonymfor
135,¬concept:synonymfor
136,concept:bakedgoodservedwithbeverage
137,¬concept:bakedgoodservedwithbeverage
138,concept:academicfieldsuchasacademicfield
139,¬concept:academicfieldsuchasacademicfield
140,concept:sportsgameteam
141,¬concept:sportsgameteam
142,concept:athletehomestadium
143,¬concept:athletehomestadium
144,concept:ceoof
145,¬concept:ceoof
146,concept:personhasjobposition
147,¬concept:personhasjobposition
148,concept:organizationheadquarteredinstateorprovince
149,¬concept:organizationheadquarteredinstateorprovince
150,concept:touristattractionsuchastouristattraction
151,¬concept:touristattractionsuchastouristattraction
152,concept:animaldevelopdisease
153,¬concept:animaldevelopdisease
154,concept:teamplayssport
155,¬concept:teamplayssport
156,concept:acquired
157,¬concept:acquired
158,concept:agentcompeteswithagent
159,¬concept:agentcompeteswithagent
160,concept:fishservedwithfood
161,¬concept:fishservedwithfood
162,concept:athleteflyouttosportsteamposition
163,¬concept:athleteflyouttosportsteamposition
164,concept:coachwontrophy
165,¬concept:coachwontrophy
166,concept:musicartistgenre
167,¬concept:musicartistgenre
168,concept:riveremptiesintoriver
169,¬concept:riveremptiesintoriver
170,concept:countrylocatedingeopoliticallocation
171,¬concept:countrylocatedingeopoliticallocation
172,concept:fooddecreasestheriskofdisease
173,¬concept:fooddecreasestheriskofdisease
174,concept:agentinvolvedwithitem
175,¬concept:agentinvolvedwithitem
176,concept:teamplaysinleague
177,¬concept:teamplaysinleague
178,concept:visualartistartform
179,¬concept:visualartistartform
180,concept:mammalsuchasmammal
181,¬concept:mammalsuchasmammal
182,concept:animaleatfood
183,¬concept:animaleatfood
184,concept:musicianinmusicartist
185,¬concept:musicianinmusicartist
186,concept:personchargedwithcrime
187,¬concept:personchargedwithcrime
188,concept:teamalsoknownas
189,¬concept:teamalsoknownas
190,concept:organizationalsoknownas
191,¬concept:organizationalsoknownas
